Date,Text,Content,Username;;;;
"2022-08-05 16:27:46+00:00,1555591404226629634,""@nicebbright Rip ktp, kartu vaksin, kartu atm, bpjs, sim🤸🏻"",C_hs_";;;;
"2022-08-05 09:31:50+00:00,1555486730001608704,""pas anter teteh ngaji lupa sletingin dompet alhasil isi dompet berhamburan semua ya Allah, hp admin, sim A dan C, kartu btn , bca, bpjs . Alhamdulillah yg nemuin baik2 jadi kembali dengan selamat"",nurulnoviantii";;;;
"2022-08-05 04:25:16+00:00,1555409579982217216,""Cicilan tanpa kartu credit";;;;
Syarat;;;;
Ktp dan npwp;;;;
Ktp dan sim;;;;
Ktp dan bpjs;;;;
Wa 0895611901583;;;;
#cicilhp ;;;;
#cicilantanpakartukredit ;;;;
"#cicilanmurah https://t.co/b5qcdiyk1u"",yulinda_husna";;;;
"2022-08-04 23:46:05+00:00,1555339320470319104,""Dalamnya ada";;;;
"Ktp, npwp, sim, stnk, bpjs, kartu atm"",RizkyGusnawan17";;;;
"2022-08-04 12:45:14+00:00,1555173010797363202,""Cuman...?!";;;;
;;;;
Situ waras? Ya udah, coba lu ganti nama mulai dari akta kelahiran, kartu keluarga, KTP, SIM, STNK, BPJS, ijazah, sertifikat tanah....;;;;
;;;;
"Berapa uang, waktu dan energi yang terbuang. https://t.co/IK0SuLQYDf"",MandaNizami";;;;
"2022-08-04 04:47:13+00:00,1555052713477427200,""@PrasetyoEdi_ Publik sangat dirugikan, ganti nama jalan berimbas pada perubahan identitas (KTP,STNK,SIM,Sertifikat Tanah,BPJS dll) ";;;;
"Ditambah perubahan nama"",wlmngltm";;;;
"2022-08-04 02:30:48+00:00,1555018383338266625,""Ganti nama jalan efeknya ke dukcapil, sim, stnk, dll. Skrg ganti nama rumah sakit, berarti sistem, koresponden, dan rujukan bpjs, dll., hrs ganti semua lg.. Siapa sih yg milih ini  org? Bngst! 😠😡"",triajaaa";;;;
"2022-08-04 02:26:06+00:00,1555017202671108098,""@HARDROCKFMSBY ATM, BPJS, kartu vaksin, SIM, KTP."",wii_chris";;;;
"2022-08-03 16:05:53+00:00,1554861119969189888,""@tanyakanrl 3. Ktp, sim dan bpjs"",gh02ai";;;;
"2022-08-03 11:31:44+00:00,1554792126658924545,""Cicilan tanpa kartu credit";;;;
Syarat;;;;
Ktp dan npwp;;;;
Ktp dan sim;;;;
Ktp dan bpjs;;;;
Wa 0895611901583;;;;
#cicilhp ;;;;
#cicilantanpakartukredit ;;;;
"#cicilanmurah https://t.co/fc1RH9yGVl"",yulinda_husna";;;;
"2022-08-02 15:51:44+00:00,1554495172095791104,""@DivHumas_Polri Itu poto kopi ktp, kk, bpjs, sim dll yg tiap hari buat syarat apapun coba ditelusuri sampahnya kemana pak,, kalau ujungnya cuman dikiloin, berarti bisa salah guna, bisa dituntut membocorkan privasi..."",Ozyyd";;;;
"2022-08-02 13:20:48+00:00,1554457186369441792,""@imscretadmrer @FWBESS SIM C, kartu debit, flazz, KTP, BPJS"",Scorpiogurl09";;;;
"2022-08-02 12:27:59+00:00,1554443896226476032,""@imscretadmrer @FWBESS Ktp, sim, stnk, bpjs, ktm, atm, kartu berobat puskesmas, pasphoto, kaca, materai 10000, fc ktp, peniti"",ceribomb_";;;;
"2022-08-02 05:53:36+00:00,1554344643562717186,""@FatmanisaYw @aceL8 private terms kak, BPJS dan info SIM card aja bisa bocor orang demgan pengaruh2 auto sering kenak teror nah ini duit mbak duit mbak bukak HP sett tau tau saldo sebulan paypal ilang belum lagi yg makek level corporate bisa kenak colong tuch uang"",dapiyy1";;;;
"2022-08-02 03:21:02+00:00,1554306251718545409,""CELANA PENDEK MIKRO CELANA OLAHRAGA KOLOR OLAHRGA PRIA CELANA FITNES CELANA GYM CELANA RUNING Rp37.500 👉 https://t.co/Ym7JOm19mm";;;;
"SIM C Kevin Sanjaya Sukamuljo GoPay Galon Oplosan BPJS #barugajian #LuffyToken Semangka Wapres 4,4 Jt BUMN #BlokirGakPakeMikir #KimDaMi #BlokirKominfo"",yeandboy";;;;
"2022-08-02 03:15:48+00:00,1554304933415223296,""Stiker Vinyl lantai marbel, biar lantai tambah aesthetic 😁";;;;
;;;;
Cek di Shopee 👉 https://t.co/iEGmN5XizO;;;;
;;;;
"Trend :  SIM C, Kevin Sanjaya Sukamuljo, GoPay, Galon Oplosan, Kuatkan Iman, Arab, BPJS, #barugajian, #LuffyToken, Semangka, Wapres, 4,4 Jt, BUMN, #BlokirGakPakeMikir https://t.co/ekZabzhMqI"",goodthingsid";;;;
"2022-08-02 02:40:36+00:00,1554296073786920960,""Botol cetakan bola es batu, bentuk bulat dan anti ribet. 😁";;;;
;;;;
Cek di Shopee 👉 https://t.co/UzNPxg9ZI1;;;;
;;;;
"Trend :  SIM C, Kevin Sanjaya Sukamuljo, GoPay, Galon Oplosan, Kuatkan Iman, Arab, BPJS, #barugajian, #LuffyToken, Semangka, Wapres, 4,4 Jt, BUMN, #BlokirGakPakeMikir https://t.co/5sceiadqSW"",goodthingsid";;;;
"2022-08-02 01:52:24+00:00,1554283946523127808,""Siswa SMA di Malang Ini Berniat Bunuh Diri di Jembatan Soekarno Hatta Malang, Endingnya Malah Begini";;;;
;;;;
"Trending : Kevin Sanjaya Sukamuljo 4,4 jt SIM C Galon Oplosan Wapres Arab BPJS BUMN Gopay https://t.co/jPgG0jHo94"",deskydanuaji";;;;
"2022-08-02 01:51:59+00:00,1554283841594216448,""TERUNGKAP! Keris Petir Sakti Gus Samsudin Dijual Online Rp200 Ribu, Nitizen Ngakak Sampe Bilang Gini";;;;
;;;;
"Trending : Kevin Sanjaya Sukamuljo 4,4 jt SIM C Galon Oplosan Wapres Arab BPJS BUMN Gopay https://t.co/nJrxRMK9Zi"",deskydanuaji";;;;
"2022-08-02 01:51:42+00:00,1554283767585447937,""The way of sholat khusuk guys,";;;;
;;;;
.;;;;
;;;;
_____;;;;
"BPJS kepala desa Wapres Amel SIM C https://t.co/ZNvEWXCnRn"",Farhanahdelova";;;;
"2022-08-02 01:51:40+00:00,1554283760417644544,""TERUNGKAP, Putra Amien Rais Ini Suka Minuman Beralkohol Berbagai Merek, Ternyata..";;;;
;;;;
"Trending : Kevin Sanjaya Sukamuljo 4,4 jt SIM C Galon Oplosan Wapres Arab BPJS BUMN Gopay https://t.co/sgrgOK4aK6"",deskydanuaji";;;;
"2022-08-02 01:50:40+00:00,1554283507572244482,""Stop insecure and do more.";;;;
;;;;
.;;;;
;;;;
____;;;;
"BPJS kepala desa Wapres Amel SIM C https://t.co/ebABa0msJ7"",Farhanahdelova";;;;
"2022-08-02 01:49:43+00:00,1554283271948828673,""From zero to hero. Bisa yuk bisa";;;;
;;;;
.;;;;
;;;;
____;;;;
"BPJS kepala desa Wapres Amel SIM C https://t.co/r9Acv47d3u"",Farhanahdelova";;;;
"2022-08-02 01:49:00+00:00,1554283089186226180,""Kebaikan kadang kayak limited edition gak si ?";;;;
;;;;
.;;;;
;;;;
____;;;;
"BPJS kepala desa Wapres Amel SIM C https://t.co/Hu0z4LXTxM"",Farhanahdelova";;;;
"2022-08-02 01:48:39+00:00,1554283001777131520,""Keren banget sih Handheld Gimbal Wireless Bluetooth-nya 😉";;;;
;;;;
Cek di Shopee 👉 https://t.co/aXxWQyrWf0;;;;
;;;;
"Trend :  SIM C, Kevin Sanjaya Sukamuljo, GoPay, Galon Oplosan, Arab, BPJS, #LuffyToken, Amel, Wapres, 4,4 Jt, BUMN, #BlokirGakPakeMikir https://t.co/OjWIvD0WSV"",goodthingsid";;;;
"2022-08-02 01:47:30+00:00,1554282713057730563,""How to be stronger 💪💪💪";;;;
;;;;
.;;;;
;;;;
_____;;;;
"BPJS kepala desa Wapres Amel SIM C https://t.co/Zcg3giNHVG"",Farhanahdelova";;;;
"2022-08-02 01:19:02+00:00,1554275550604435457,""Rekomendasi sendal anak-anak lucu,simple.";;;;
;;;;
https://t.co/k0BiQKKpRF;;;;
;;;;
"Gopay. BLACPINK IS COMING. Tandatangani Petisi. 4,4 Jt. SIM C. BPJS. ISAC. KEVIN SANJAYA SUKAMULJO. #KimDaMi #NCT런쥔 #영원한차일드_우리마크_생일축하해 https://t.co/trkSFTKtmZ"",uul_evi";;;;
"2022-08-02 01:11:04+00:00,1554273544682745856,""Heluzka Kaos Polos Pria - Ael Series ";;;;
;;;;
💸Rp79.200. ;;;;
✨ https://t.co/gGRhi7nxRr✨;;;;
;;;;
"4,4 Jt • SIM C • GoPay • Tandatangani Petisi • galon Oplosan • BPJS • HAPPY BIRTHDAY ADORABLE BOY • Arab https://t.co/22Bu5dL0sx"",Menggabutkan02";;;;
"2022-08-02 01:08:56+00:00,1554273006620676103,""SMOOTH BASIC t-shirt Regular Fit - Black Charcoal ";;;;
;;;;
💸 Rp55.000. ;;;;
✨ https://t.co/s9hUhlGriA ✨;;;;
;;;;
"4,4 Jt • SIM C • GoPay • Tandatangani Petisi • galon Oplosan • BPJS • HAPPY BIRTHDAY ADORABLE BOY • Arab https://t.co/ITVlvDdaAZ"",Menggabutkan02";;;;
"2022-08-02 01:07:49+00:00,1554272724830539776,""AVOSKIN MIRACULOUS REFINING SERIES TRAVEL KIT ";;;;
;;;;
💸 Rp205.860. ;;;;
✨ https://t.co/Yxs4NiRT6z✨;;;;
;;;;
"4,4 Jt • SIM C • GoPay • Tandatangani Petisi • galon Oplosan • BPJS • HAPPY BIRTHDAY ADORABLE BOY • Arab https://t.co/g3CUvbYqDh"",Menggabutkan02";;;;
"2022-08-02 01:07:48+00:00,1554272722947297281,""Aerostreet Windbreaker Jaxton Jacket Army IAAAA ";;;;
;;;;
💸 Rp149.900. ;;;;
✨ https://t.co/spWtUlQhca✨;;;;
;;;;
"4,4 Jt • SIM C • GoPay • Tandatangani Petisi • galon Oplosan • BPJS • HAPPY BIRTHDAY ADORABLE BOY • Arab https://t.co/VT167KBNwj"",Menggabutkan02";;;;
"2022-08-02 01:05:13+00:00,1554272071789989888,""AYO BERGABUNG di GERAKAN ";;;;
TOLAK PRESIDENTIAL;;;;
 THRESHOLD 20% ✊;;;;
;;;;
SIM C Wapres Puan Capres PDIP;;;;
BPJS BUMN Morningg Pagii Subuh;;;;
Galon Oplosan Ruhut 4,4 Jt;;;;
Kevin Sanjaya Sukamuljo GoPay;;;;
Kuatkan Iman Islam Nabi Arab;;;;
"Tandatangani Petisi https://t.co/QQldninlkf"",_melody_mellow";;;;
"2022-08-02 01:05:08+00:00,1554272052269694976,""Bathix - Koko Kurta Farabbi Pria Muslim Premium ";;;;
;;;;
💸 Rp69.000. ;;;;
✨ https://t.co/XTPVQUN383✨;;;;
;;;;
"4,4 Jt • SIM C • GoPay • Tandatangani Petisi • galon Oplosan • BPJS • HAPPY BIRTHDAY ADORABLE BOY • Arab https://t.co/X7qybsOvRa"",Menggabutkan02";;;;
"2022-08-02 01:04:21+00:00,1554271852230754305,""Terrel sportswear basic tee green tshirt baju olah raga gym lari running ";;;;
;;;;
💸 Rp87.500. ;;;;
✨ https://t.co/77XzOB38ZX✨;;;;
;;;;
"4,4 Jt • SIM C • GoPay • Tandatangani Petisi • galon Oplosan • BPJS • HAPPY BIRTHDAY ADORABLE BOY • Arab https://t.co/IhQB1SFO9s"",Menggabutkan02";;;;
"2022-08-02 01:01:24+00:00,1554271111638323200,""PENCAIRAN : spaylater, krediv0, akulaku, kartu kredit, homecredit, bri ceria, indodana, gopaylater, travelokapaylater dll jadi 💸💸";;;;
;;;;
Hubungi @saveyourpocket_ 🌿🍒;;;;
;;;;
"galon oplosan kevin sanjaya sukamuljo tandatangani petisi happy birthday adorable boy bpjs sim c nabi #KimDami https://t.co/j8Ikzz5JjA"",Kanyadania";;;;
"2022-08-02 01:00:56+00:00,1554270991924477952,""Nihil berita penemuan senjata &amp"; amunisi TKA China ;;;
;;;;
Mana hasil lidik polisi?;;;;
Kok gada Konpres?  ;;;;
;;;;
apa hrs ada bendera tauhid baru dinyatakan teroris?;;;;
;;;;
SIM C Wapres Puan Capres PDIP;;;;
BPJS BUMN Morningg Pagii;;;;
Galon Oplosan 4,4 Jt;;;;
Kevin Sanjaya Sukamuljo;;;;
"Kuatkan Iman Islam Nabi Arab https://t.co/Fhwco8FbFG"",_melody_mellow";;;;
"2022-08-02 00:57:22+00:00,1554270094699573249,""https://t.co/DN7R0Zi7ir";;;;
-------;;;;
"Tren 4,4 Jt Tandatangani Petisi GoPay SIM C Kevin Sanjaya Sukamuljo #LuffyToken #BlokirGakPakeMikir Kuatkan Iman #KimDami BPJS #KemenanganBersama2024 Nabi #ShopeePayTHR Morningg #barugajian HAPPY BIRTHDAY ADORABLE BOY Subuh #Kasmaran Wapres"",chevil";;;;
2022-08-02 00:56:19+00:00,1554269832282906624,Tag : #ShopeepayTHR / SIM C / GoPay / Kevin Sanjaya Sukamuljo / Tandatangani Petisi / Kuatkan Iman / Pagi / Morning / BPJS / Selasa https://t.co/iSNOFGt3qV,putihabubelang;;;;
"2022-08-02 00:49:28+00:00,1554268109695229952,""🤦AMBHYAR 🔥😡";;;;
Kemarin tak jd ditahan dgn alasan kemanusiaan;;;;
Eh skrg jalan2 keluar negeri;;;;
Kok bisa ya?;;;;
;;;;
SIM C 4,4 Jt Puan Capres PDIP;;;;
Tidur Kebangun Subuh Depok;;;;
Khilafah GoPay Apeng BPJS Pagii;;;;
Tandatangani Petisi Galon Oplosan;;;;
Kevin Sanjaya Sukamuljo;;;;
"Kuatkan Iman Nabi Islam Arab https://t.co/cm5hn9Fdh7"",_melody_mellow";;;;
"2022-08-01 17:21:31+00:00,1554155376978694144,""udh wondering bgt dr lama beda nama di ID tuh bakalan bisa bikin ribet diri sendiri, nah kejadian kan🙃";;;;
nama w yang disingkat ada di : KK, KTP, SIM, STNK dan semua kartu2 kaya NIM, bpjs, bank dll;;;;
yang ga disingkat: Akte, Ijazah dan Paspor;;;;
"ribet emggg dah"",sahifreakybstie";;;;
"2022-08-01 13:05:21+00:00,1554090909980979200,""info lur saya kehilangan dompet warna hitam didalamnya ada uang kurang lebih 400 ribu, ktp,sim a,sim c,bpjs, kartu berobat di rs hardjolukito atas nama sujoko. kehilangan kemarin malem hari minggu jam set 7an di sekitar Mirota (Manna Kampus) Minomartani, mohon infonya🙏🙏"",jogmfs";;;;
"2022-08-01 12:36:38+00:00,1554083684797792258,""Dicari dompet warna hitam ";;;;
di dalamnya berisi :;;;;
1. KTP a/n Vemas Putra Pratama;;;;
2. SIM A&amp;C;;;
3. Kartu BPJS;;;;
4. STNK MIO &amp; VESPA;;;
5. Kartu Pelajar;;;;
hilang sekitar tanggal 30 Juli 2022;;;;
bagi yang menemukan bisa tolong DM akun ini terima kasih;;;;
"#dompethilang #dompet #BeritaJakarta"",dompetudhketemu";;;;
2022-07-31 10:32:48+00:00,1553690134490775552,@msaid_didu Saya bulan lalu lumayan gelisah karna hrs perpanjang SIM A yg katanya wajib punya BPJS Kesehatan dan mesti ngurus agar bisa perpanjang SIM. Untunglah saat perpanjang SIM ternyata tdk diminta.,MukminHutasuhut;;;;
"2022-07-31 08:59:53+00:00,1553666748905553925,""@PRFMnews @infobdg @InfoMrRaya. Saya barusan kehilangan dompet warna hitam (lusuh) berisi KTP, SIM, ATM, BPJS dll. Di perjalanan antara Jupiter sd Borma Ciwastra. Mohon info bila ada yg menemukan."",Bahdayat";;;;
"2022-07-30 10:51:04+00:00,1553332342990639104,""Lulus sma tuh lu kudu ngurus bikin surat2 penting (ktp, sim, bpjs, atm, etc) trus udah ga dipanggil dek lagi biasanya dipanggil 'mbak' dan dikira mau kerja, bahkan minta uang ke ortu aja sungkan karna udh mikir diri sendiri tuh beban😓 https://t.co/Et71z5hLe9"",alya128gb";;;;
"2022-07-30 09:23:57+00:00,1553310416910286848,""@querrencya paypal belum nyerahin administrasi, foto kopi ktp, kk, stnk, bpkb, sim, bpjs"",Nasgor_Singapur";;;;
"2022-07-30 07:13:49+00:00,1553277670561001473,""@teguhinvestor Haka donk.... All inn gadaikan semua surat2 berharga kayak. Sim, KTP, BPJS dll"",Tedy09399533";;;;
"2022-07-30 04:59:47+00:00,1553243940530585601,""mungkin org paypal belum bawa salinan fotocopy ktp, kk, kartu vaksin,kartu bpjs, stnk, sim, bpkb, buku nikah, sertifikat tanah, halah taek https://t.co/DyFHzCqzEd"",wazupimken";;;;
"2022-07-30 03:49:35+00:00,1553226271379030016,""@AliNgabalinNew Cabut semua dokumen NKRI yang ada padanya: ";;;;
1. KTP;;;;
2. Kartu Keluarga;;;;
3. Paspor;;;;
4. SIM;;;;
5. Buku nikah;;;;
6. Kartu BPJS;;;;
7. Akta kelahiran;;;;
8. Ijazah pendidikan;;;;
;;;;
"Hapus namanya dalam daftar penerima bantuan subsidi apapun."",LSasahi";;;;
"2022-07-30 03:00:13+00:00,1553213847234056192,""@Pai_C1AB Kalau memang antum tidak suka dengan NKRI, kembalikan semua dokumen negara:";;;;
1. KTP;;;;
2. Kartu Keluarga;;;;
3. Paspor;;;;
4. SIM;;;;
5. Buku Nikah;;;;
6. Kartu BPJS;;;;
7. Ijazah Pendidikan;;;;
8. NPWP ;;;;
;;;;
"Hapus namanya dalam daftar penerima subsidi."",LSasahi";;;;
"2022-07-30 02:43:25+00:00,1553209622420684800,""@fadyanova @DivHumas_Polri @ListyoSigitP @Dennysiregar7 Kalau memang menurut antum ini negara toghut, kembalikan semua dokumen negara RI yang ada pada antum:";;;;
1. Kartu keluarga;;;;
2. KTP;;;;
3. Paspor;;;;
4. SIM;;;;
5. Buku nikah;;;;
6. Kartu BPJS;;;;
7. Akta kelahiran;;;;
8. Ijazah pendidikan;;;;
"Hapus namanya dalam daftar penerima bantuan subsidi pemerintah"",LSasahi";;;;
"2022-07-29 04:24:29+00:00,1552872666507333632,""@S4N_W1B1 @Denandr18275705 @DivHumas_Polri @CCICPolri @PDI_Perjuangan Cabut ktp, paspor, sim, bpjs tokoh2 khilafah ini.. tidak usah merusak dan tunggu polisi, geruduk dan rampas dokumen2 tsb sekeluarga demi NKRI dan ulama2 yg sdh berkorban demi agama dan negara"",wahabi92013848";;;;
"2022-07-28 01:39:58+00:00,1552468877153472513,""MALL PELAYANAN PUBLIK ";;;;
di Solo;;;;
Pertama kali masuk,;;;;
ngurus perpanjangan SIM,;;;;
mendaftar semalam lewat apk RINGKES,;;;;
luar biasa komplit,;;;;
dr bpjs, pln, kemenag, sim, dll ada semua.;;;;
Semua disentralisasi shg menghemat waktu &amp; kemudahan.;;;
Good Jobs.;;;;
Good Servis.;;;;
"👍👍👍 https://t.co/o9qZ85NKi5"",YohanesPurwan14";;;;
"2022-07-27 14:44:01+00:00,1552303803235385345,""@lampungbase follow aja terus DM """"td di acara lo liat KTP/SIM/Kartu BPJS/Kunci Kost gue gak? jatoh gatau di mana.""""";;;;
;;;;
"buat modussss"",imdecemgurl";;;;
"2022-07-27 09:44:28+00:00,1552228418665660416,""Cicilan tanpa kartu credit";;;;
Syarat;;;;
Ktp dan npwp;;;;
Ktp dan sim;;;;
Ktp dan bpjs;;;;
Wa 0895611901583;;;;
Dp mulai dari 0;;;;
Promo cashback cicilan upto 250k;;;;
;;;;
KHUSUS CICILAN HP VIVO FREE GIFT HANSFREE ATAU POWERBANK HANYA DI TUKAR TAMBAH CIBINONG CITY MALL;;;;
#cicilhp ;;;;
"#cicilantanpakartukredit https://t.co/WXQTaGZsUw"",yulinda_husna";;;;
2022-07-26 11:37:30+00:00,1551894477526413313,@menfesssambat @sinchanmasihtk Bpjs ktp sim kk ada?,kebeleteeq;;;;
"2022-07-25 21:51:36+00:00,1551686629797941248,""@sbmptnfess Jualan risol sama lagi ngurus yang semacam bpjs, sim, rekening"",peacheshwang";;;;
"2022-07-25 07:43:40+00:00,1551473242938155009,""@XLAxiata_Tbk @XLCenter ";;;;
;;;;
Sumpah service di xl center rempong banget. Udah bawa KTP, e-KTP LHO, eh diminta KK, SIM, NPWP, BPJS dll dll dll. perkara kartu sim rusak doang padahal.;;;;
;;;;
"Bikin paspor aja lebih gampang daripada ngurus sim rusak. Prioritas pun gak guna. Payah dah."",mbakindomie";;;;
"2022-07-24 09:35:47+00:00,1551139068431695872,""@e100ss Mohon bantuanya barang kali ada nemukam Dompet sy isi Ktp, Stnk sepeda mtr Scpy, SimC, Atm Bca, Bri, bpjs mohon klau ada nemukam Hub no wa ini 081230808992 itu ktp sim atas nama sy sendiri Jumarang alamat perum  Graha mutiara A7 no 21 Desa kebongAgun sukodono kab sidoarjo"",marangtarang";;;;
"2022-07-23 10:28:43+00:00,1550790000693825537,""@abesss08 @prastow ngebayang bawa 1 KTP aja, ga perlu bawa SIM 2-3biji, kartu BPJS (kl yg ini dah bs mibile sih). sekalian STNK dan pajaknya connect jg.";;;;
;;;;
"cukup pqk pol scan KTP, semua data itu nongol di hp pak polisi 😁👍"",kinniku_man";;;;
"2022-07-23 08:17:17+00:00,1550756926077579264,""Aduh..mau bayar pajak stnk motor dan perpanjangan sim motor tapi bpjs kesehatan msh nonaktif, bisa gak yah"",Machsugt21";;;;
"2022-07-23 07:04:18+00:00,1550738557882740737,""@prastow Semoga nanti kek BPJS SIM dll juga mulai bisa menyusul untuk pakai NIK aja, biar gak terlalu repot kalau harus apa apa juga jadi lebih gampang🥳"",abesss08";;;;
"2022-07-23 02:32:49+00:00,1550670236227354624,""@SPedalangan Waktu program EKTP dijalankan memang idenya NIK itu jadi Single Identity Number. Untuk NPWP, SIM, BPJS dst";;;;
;;;;
EKTPnya sendiri juga dirancang untuk kartu ATM juga koq.  ;;;;
;;;;
"Tapi sampai hari ini, kita masih fotocopy KTP"",zoegyBrix";;;;
"2022-07-22 17:33:24+00:00,1550534488295256065,""@ndagels Gini nih klk sim nembak, tapi ngak liat video edukasi berkendara. Ya setidaknya lu lihat noh... 😌 Mungkin ini pentingnya calo mengedukasi terlebih dahulu, agar tidak jadi beban pengendara lainnya 👍🏻";;;;
;;;;
"Ngene lek rusak, motormu ra di tanggung bpjs mbak -__-"",upilbadak_";;;;
2022-07-22 11:23:11+00:00,1550441322191806464,-11fess mas/mbak ada yang 4bulan terakhir ini ngurus perpanjangan SIM di Solo? Apakah kepesertaan aktif bpjs jadi syarat? Suwun,UNSfess_;;;;
"2022-07-22 04:43:57+00:00,1550340849258573826,""Salah satu kelebihanku";;;;
Hafal NIK;;;;
Hafal SIM;;;;
Hafal BPJS;;;;
Hafal KK;;;;
Hafal nomer Wa kamu;;;;
;;;;
"Xixixi https://t.co/0hjfcQwMt9"",jangangori__";;;;
"2022-07-22 03:30:03+00:00,1550322255443664896,""knp dlu wktu sklh ga di ajarin cara ngurus bpjs, cara kpr rumah, cara ngurusin sim, cara perpanjang ktp sim bpkb dll ";;;;
"soalny ni skrg w mau apa2 jd takut salah dan karagok bgt hdrh"",reennrutt";;;;
"2022-07-21 23:26:44+00:00,1550261021859844096,""selama dirawat disana saya jadi tahu betapa busuknya jasaraharja, BPJS dan RS. Jadi untuk kasus kecelakaan tidak bisa menggunakan BPJS. bisanya jasaraharja namun kondisi saya jatuh kejambret jadi itu kriminal. Waduh sulit kan, tapi juga saya mengakui kalau saya juga gapunya SIM"",bunaborobudur";;;;
2022-07-21 15:29:21+00:00,1550140883634647041,@biuldurlove Hbd wyatb gbu gbk hi ktp sim bpjs kji osh pcy,buildorluve;;;;
